Averaging Time (tau),Allan Deviation
65.95,0.000526021
65.96,0.000526045
65.97,0.000526068
65.98,0.000526092
65.99,0.000526115
66,0.000526138
66.01,0.000526162
66.02,0.000526185
66.03,0.000526208
66.04,0.000526231
66.05,0.000526255
66.06,0.000526278
66.07,0.000526301
66.08,0.000526324
66.09,0.000526348
66.1,0.000526371
66.11,0.000526394
66.12,0.000526417
66.13,0.00052644
66.14,0.000526464
66.15,0.000526487
66.16,0.00052651
66.17,0.000526533
66.18,0.000526556
66.19,0.000526579
66.2,0.000526602
66.21,0.000526625
66.22,0.000526648
66.23,0.000526672
66.24,0.000526695
66.25,0.000526718
66.26,0.000526741
66.27,0.000526764
66.28,0.000526787
66.29,0.00052681
66.3,0.000526833
66.31,0.000526856
66.32,0.000526879
66.33,0.000526902
66.34,0.000526925
66.35,0.000526948
66.36,0.000526971
66.37,0.000526994
66.38,0.000527017
66.39,0.00052704
66.4,0.000527063
66.41,0.000527086
66.42,0.000527108
66.43,0.000527131
66.44,0.000527154
66.45,0.000527177
66.46,0.0005272
66.47,0.000527223
66.48,0.000527246
66.49,0.000527269
66.5,0.000527291
66.51,0.000527314
66.52,0.000527337
66.53,0.00052736
66.54,0.000527383
66.55,0.000527406
66.56,0.000527428
66.57,0.000527451
66.58,0.000527474
66.59,0.000527497
66.6,0.000527519
66.61,0.000527542
66.62,0.000527565
66.63,0.000527587
66.64,0.00052761
66.65,0.000527633
66.66,0.000527655
66.67,0.000527678
66.68,0.000527701
66.69,0.000527723
66.7,0.000527746
66.71,0.000527769
66.72,0.000527791
66.73,0.000527814
66.74,0.000527836
66.75,0.000527859
66.76,0.000527881
66.77,0.000527904
66.78,0.000527927
66.79,0.000527949
66.8,0.000527972
66.81,0.000527994
66.82,0.000528017
66.83,0.000528039
66.84,0.000528061
66.85,0.000528084
66.86,0.000528106
66.87,0.000528129
66.88,0.000528151
66.89,0.000528173
66.9,0.000528196
66.91,0.000528218
66.92,0.00052824
66.93,0.000528263
66.94,0.000528285
66.95,0.000528307
66.96,0.00052833
66.97,0.000528352
66.98,0.000528374
66.99,0.000528397
67,0.000528419
67.01,0.000528441
67.02,0.000528463
67.03,0.000528486
67.04,0.000528508
67.05,0.00052853
67.06,0.000528552
67.07,0.000528574
67.08,0.000528596
67.09,0.000528619
67.1,0.000528641
67.11,0.000528663
67.12,0.000528685
67.13,0.000528707
67.14,0.000528729
67.15,0.000528751
67.16,0.000528773
67.17,0.000528795
67.18,0.000528817
67.19,0.000528839
67.2,0.000528861
67.21,0.000528883
67.22,0.000528905
67.23,0.000528927
67.24,0.000528949
67.25,0.000528971
67.26,0.000528993
67.27,0.000529015
67.28,0.000529037
67.29,0.000529059
67.3,0.000529081
67.31,0.000529103
67.32,0.000529125
67.33,0.000529147
67.34,0.000529169
67.35,0.00052919
67.36,0.000529212
67.37,0.000529234
67.38,0.000529256
67.39,0.000529278
67.4,0.000529299
67.41,0.000529321
67.42,0.000529343
67.43,0.000529365
67.44,0.000529386
67.45,0.000529408
67.46,0.00052943
67.47,0.000529451
67.48,0.000529473
67.49,0.000529495
67.5,0.000529516
67.51,0.000529538
67.52,0.00052956
67.53,0.000529581
67.54,0.000529603
67.55,0.000529624
67.56,0.000529646
67.57,0.000529667
67.58,0.000529689
67.59,0.00052971
67.6,0.000529732
67.61,0.000529753
67.62,0.000529775
67.63,0.000529796
67.64,0.000529818
67.65,0.000529839
67.66,0.000529861
67.67,0.000529882
67.68,0.000529903
67.69,0.000529925
67.7,0.000529946
67.71,0.000529967
67.72,0.000529989
67.73,0.00053001
67.74,0.000530031
67.75,0.000530053
67.76,0.000530074
67.77,0.000530095
67.78,0.000530117
67.79,0.000530138
67.8,0.000530159
67.81,0.00053018
67.82,0.000530201
67.83,0.000530223
67.84,0.000530244
67.85,0.000530265
67.86,0.000530286
67.87,0.000530307
67.88,0.000530328
67.89,0.00053035
67.9,0.000530371
67.91,0.000530392
67.92,0.000530413
67.93,0.000530434
67.94,0.000530455
67.95,0.000530476
67.96,0.000530497
67.97,0.000530518
67.98,0.000530539
67.99,0.00053056
68,0.000530581
68.01,0.000530603
68.02,0.000530624
68.03,0.000530645
68.04,0.000530666
68.05,0.000530687
68.06,0.000530707
68.07,0.000530728
68.08,0.000530749
68.09,0.00053077
68.1,0.000530791
68.11,0.000530812
68.12,0.000530833
68.13,0.000530854
68.14,0.000530875
68.15,0.000530896
68.16,0.000530916
68.17,0.000530937
68.18,0.000530958
68.19,0.000530979
68.2,0.000531
68.21,0.000531021
68.22,0.000531041
68.23,0.000531062
68.24,0.000531083
68.25,0.000531104
68.26,0.000531124
68.27,0.000531145
68.28,0.000531166
68.29,0.000531186
68.3,0.000531207
68.31,0.000531228
68.32,0.000531248
68.33,0.000531269
68.34,0.00053129
68.35,0.00053131
68.36,0.000531331
68.37,0.000531351
68.38,0.000531372
68.39,0.000531393
68.4,0.000531413
68.41,0.000531434
68.42,0.000531454
68.43,0.000531475
68.44,0.000531495
68.45,0.000531516
68.46,0.000531536
68.47,0.000531557
68.48,0.000531577
68.49,0.000531598
68.5,0.000531618
68.51,0.000531639
68.52,0.000531659
68.53,0.000531679
68.54,0.0005317
68.55,0.00053172
68.56,0.000531741
68.57,0.000531761
68.58,0.000531781
68.59,0.000531802
68.6,0.000531822
68.61,0.000531843
68.62,0.000531863
68.63,0.000531883
68.64,0.000531904
68.65,0.000531924
68.66,0.000531944
68.67,0.000531965
68.68,0.000531985
68.69,0.000532005
68.7,0.000532025
68.71,0.000532046
68.72,0.000532066
68.73,0.000532086
68.74,0.000532106
68.75,0.000532127
68.76,0.000532147
68.77,0.000532167
68.78,0.000532187
68.79,0.000532207
68.8,0.000532228
68.81,0.000532248
68.82,0.000532268
68.83,0.000532288
68.84,0.000532308
68.85,0.000532328
68.86,0.000532348
68.87,0.000532368
68.88,0.000532388
68.89,0.000532408
68.9,0.000532428
68.91,0.000532448
68.92,0.000532468
68.93,0.000532488
68.94,0.000532509
68.95,0.000532529
68.96,0.000532549
68.97,0.000532568
68.98,0.000532588
68.99,0.000532608
69,0.000532628
69.01,0.000532648
69.02,0.000532668
69.03,0.000532688
69.04,0.000532708
69.05,0.000532728
69.06,0.000532748
69.07,0.000532768
69.08,0.000532788
69.09,0.000532808
69.1,0.000532827
69.11,0.000532847
69.12,0.000532867
69.13,0.000532887
69.14,0.000532907
69.15,0.000532927
69.16,0.000532946
69.17,0.000532966
69.18,0.000532986
69.19,0.000533006
69.2,0.000533026
69.21,0.000533045
69.22,0.000533065
69.23,0.000533085
69.24,0.000533105
69.25,0.000533124
69.26,0.000533144
69.27,0.000533164
69.28,0.000533183
69.29,0.000533203
69.3,0.000533223
69.31,0.000533242
69.32,0.000533262
69.33,0.000533282
69.34,0.000533301
69.35,0.000533321
69.36,0.00053334
69.37,0.00053336
69.38,0.00053338
69.39,0.000533399
69.4,0.000533419
69.41,0.000533438
69.42,0.000533458
69.43,0.000533477
69.44,0.000533497
69.45,0.000533516
69.46,0.000533536
69.47,0.000533555
69.48,0.000533575
69.49,0.000533594
69.5,0.000533614
69.51,0.000533633
69.52,0.000533653
69.53,0.000533672
69.54,0.000533692
69.55,0.000533711
69.56,0.000533731
69.57,0.00053375
69.58,0.00053377
69.59,0.000533789
69.6,0.000533808
69.61,0.000533828
69.62,0.000533847
69.63,0.000533867
69.64,0.000533886
69.65,0.000533905
69.66,0.000533925
69.67,0.000533944
69.68,0.000533963
69.69,0.000533983
69.7,0.000534002
69.71,0.000534021
69.72,0.000534041
69.73,0.00053406
69.74,0.000534079
69.75,0.000534099
69.76,0.000534118
69.77,0.000534137
69.78,0.000534156
69.79,0.000534176
69.8,0.000534195
69.81,0.000534214
69.82,0.000534233
69.83,0.000534252
69.84,0.000534272
69.85,0.000534291
69.86,0.00053431
69.87,0.000534329
69.88,0.000534348
69.89,0.000534368
69.9,0.000534387
69.91,0.000534406
69.92,0.000534425
69.93,0.000534444
69.94,0.000534463
69.95,0.000534482
69.96,0.000534502
69.97,0.000534521
69.98,0.00053454
69.99,0.000534559
70,0.000534578
70.01,0.000534597
70.02,0.000534616
70.03,0.000534635
70.04,0.000534654
70.05,0.000534673
70.06,0.000534692
70.07,0.000534711
70.08,0.00053473
70.09,0.000534749
70.1,0.000534768
70.11,0.000534787
70.12,0.000534806
70.13,0.000534825
70.14,0.000534844
70.15,0.000534863
70.16,0.000534882
70.17,0.000534901
70.18,0.00053492
70.19,0.000534939
70.2,0.000534958
70.21,0.000534977
70.22,0.000534996
70.23,0.000535015
70.24,0.000535034
70.25,0.000535053
70.26,0.000535071
70.27,0.00053509
70.28,0.000535109
70.29,0.000535128
70.3,0.000535147
70.31,0.000535166
70.32,0.000535184
70.33,0.000535203
70.34,0.000535222
70.35,0.000535241
70.36,0.00053526
70.37,0.000535278
70.38,0.000535297
70.39,0.000535316
70.4,0.000535335
70.41,0.000535353
70.42,0.000535372
70.43,0.000535391
70.44,0.00053541
70.45,0.000535428
70.46,0.000535447
70.47,0.000535466
70.48,0.000535485
70.49,0.000535503
70.5,0.000535522
70.51,0.000535541
70.52,0.000535559
70.53,0.000535578
70.54,0.000535597
70.55,0.000535615
70.56,0.000535634
70.57,0.000535653
70.58,0.000535671
70.59,0.00053569
70.6,0.000535708
70.61,0.000535727
70.62,0.000535746
70.63,0.000535764
70.64,0.000535783
70.65,0.000535801
70.66,0.00053582
70.67,0.000535838
70.68,0.000535857
70.69,0.000535876
70.7,0.000535894
70.71,0.000535913
70.72,0.000535931
70.73,0.00053595
70.74,0.000535968
70.75,0.000535987
70.76,0.000536005
70.77,0.000536024
70.78,0.000536042
70.79,0.000536061
70.8,0.000536079
70.81,0.000536098
70.82,0.000536116
70.83,0.000536135
70.84,0.000536153
70.85,0.000536172
70.86,0.00053619
70.87,0.000536208
70.88,0.000536227
70.89,0.000536245
70.9,0.000536264
70.91,0.000536282
70.92,0.000536301
70.93,0.000536319
70.94,0.000536338
70.95,0.000536356
70.96,0.000536375
70.97,0.000536393
70.98,0.000536411
70.99,0.00053643
71,0.000536448
71.01,0.000536467
71.02,0.000536485
71.03,0.000536504
71.04,0.000536522
71.05,0.00053654
71.06,0.000536559
71.07,0.000536577
71.08,0.000536595
71.09,0.000536614
71.1,0.000536632
71.11,0.000536651
71.12,0.000536669
71.13,0.000536687
71.14,0.000536706
71.15,0.000536724
71.16,0.000536742
71.17,0.000536761
71.18,0.000536779
71.19,0.000536797
71.2,0.000536816
71.21,0.000536834
71.22,0.000536852
71.23,0.000536871
71.24,0.000536889
71.25,0.000536907
71.26,0.000536925
71.27,0.000536944
71.28,0.000536962
71.29,0.00053698
71.3,0.000536999
71.31,0.000537017
71.32,0.000537035
71.33,0.000537053
71.34,0.000537072
71.35,0.00053709
71.36,0.000537108
71.37,0.000537126
71.38,0.000537144
71.39,0.000537163
71.4,0.000537181
71.41,0.000537199
71.42,0.000537217
71.43,0.000537235
71.44,0.000537254
71.45,0.000537272
71.46,0.00053729
71.47,0.000537308
71.48,0.000537326
71.49,0.000537344
71.5,0.000537363
71.51,0.000537381
71.52,0.000537399
71.53,0.000537417
71.54,0.000537435
71.55,0.000537453
71.56,0.000537471
71.57,0.00053749
71.58,0.000537508
71.59,0.000537526
71.6,0.000537544
71.61,0.000537562
71.62,0.00053758
71.63,0.000537598
71.64,0.000537616
71.65,0.000537634
71.66,0.000537652
71.67,0.00053767
71.68,0.000537688
71.69,0.000537706
71.7,0.000537725
71.71,0.000537743
71.72,0.000537761
71.73,0.000537779
71.74,0.000537797
71.75,0.000537815
71.76,0.000537833
71.77,0.000537851
71.78,0.000537868
71.79,0.000537886
71.8,0.000537904
71.81,0.000537922
71.82,0.00053794
71.83,0.000537958
71.84,0.000537976
71.85,0.000537994
71.86,0.000538012
71.87,0.00053803
71.88,0.000538048
71.89,0.000538065
71.9,0.000538083
71.91,0.000538101
71.92,0.000538119
71.93,0.000538137
71.94,0.000538155
71.95,0.000538173
71.96,0.00053819
71.97,0.000538208
71.98,0.000538226
71.99,0.000538244
72,0.000538262
72.01,0.000538279
72.02,0.000538297
72.03,0.000538315
72.04,0.000538333
72.05,0.00053835
72.06,0.000538368
72.07,0.000538386
72.08,0.000538404
72.09,0.000538421
72.1,0.000538439
72.11,0.000538457
72.12,0.000538475
72.13,0.000538492
72.14,0.00053851
72.15,0.000538528
72.16,0.000538545
72.17,0.000538563
72.18,0.000538581
72.19,0.000538598
72.2,0.000538616
72.21,0.000538634
72.22,0.000538651
72.23,0.000538669
72.24,0.000538686
72.25,0.000538704
72.26,0.000538722
72.27,0.000538739
72.28,0.000538757
72.29,0.000538775
72.3,0.000538792
72.31,0.00053881
72.32,0.000538827
72.33,0.000538845
72.34,0.000538862
72.35,0.00053888
72.36,0.000538897
72.37,0.000538915
72.38,0.000538932
72.39,0.00053895
72.4,0.000538967
72.41,0.000538985
72.42,0.000539002
72.43,0.00053902
72.44,0.000539037
72.45,0.000539055
72.46,0.000539072
72.47,0.00053909
72.48,0.000539107
72.49,0.000539125
72.5,0.000539142
72.51,0.00053916
72.52,0.000539177
72.53,0.000539194
72.54,0.000539212
72.55,0.000539229
72.56,0.000539246
72.57,0.000539264
72.58,0.000539281
72.59,0.000539299
72.6,0.000539316
72.61,0.000539333
72.62,0.000539351
72.63,0.000539368
72.64,0.000539385
72.65,0.000539403
72.66,0.00053942
72.67,0.000539437
72.68,0.000539455
72.69,0.000539472
72.7,0.000539489
72.71,0.000539506
72.72,0.000539524
72.73,0.000539541
72.74,0.000539558
72.75,0.000539576
72.76,0.000539593
72.77,0.00053961
72.78,0.000539627
72.79,0.000539645
72.8,0.000539662
72.81,0.000539679
72.82,0.000539696
72.83,0.000539714
72.84,0.000539731
72.85,0.000539748
72.86,0.000539765
72.87,0.000539782
72.88,0.000539799
72.89,0.000539817
72.9,0.000539834
72.91,0.000539851
72.92,0.000539868
72.93,0.000539885
72.94,0.000539902
72.95,0.000539919
72.96,0.000539937
72.97,0.000539954
72.98,0.000539971
72.99,0.000539988
73,0.000540005
73.01,0.000540022
73.02,0.000540039
73.03,0.000540056
73.04,0.000540073
73.05,0.00054009
73.06,0.000540108
73.07,0.000540125
73.08,0.000540142
73.09,0.000540159
73.1,0.000540176
73.11,0.000540193
73.12,0.00054021
73.13,0.000540227
73.14,0.000540244
73.15,0.000540261
73.16,0.000540278
73.17,0.000540295
73.18,0.000540312
73.19,0.000540329
73.2,0.000540346
73.21,0.000540363
73.22,0.00054038
73.23,0.000540397
73.24,0.000540414
73.25,0.000540431
73.26,0.000540448
73.27,0.000540465
73.28,0.000540482
73.29,0.000540499
73.3,0.000540516
73.31,0.000540533
73.32,0.000540549
73.33,0.000540566
73.34,0.000540583
73.35,0.0005406
73.36,0.000540617
73.37,0.000540634
73.38,0.000540651
73.39,0.000540668
73.4,0.000540684
73.41,0.000540701
73.42,0.000540718
73.43,0.000540735
73.44,0.000540752
73.45,0.000540768
73.46,0.000540785
73.47,0.000540802
73.48,0.000540819
73.49,0.000540836
73.5,0.000540852
73.51,0.000540869
73.52,0.000540886
73.53,0.000540902
73.54,0.000540919
73.55,0.000540936
73.56,0.000540953
73.57,0.000540969
73.58,0.000540986
73.59,0.000541003
73.6,0.000541019
73.61,0.000541036
73.62,0.000541053
73.63,0.000541069
73.64,0.000541086
73.65,0.000541103
73.66,0.000541119
73.67,0.000541136
73.68,0.000541152
73.69,0.000541169
73.7,0.000541186
73.71,0.000541202
73.72,0.000541219
73.73,0.000541235
73.74,0.000541252
73.75,0.000541269
73.76,0.000541285
73.77,0.000541302
73.78,0.000541318
73.79,0.000541335
73.8,0.000541351
73.81,0.000541368
73.82,0.000541384
73.83,0.000541401
73.84,0.000541417
73.85,0.000541434
73.86,0.00054145
73.87,0.000541467
73.88,0.000541483
73.89,0.000541499
73.9,0.000541516
73.91,0.000541532
73.92,0.000541549
73.93,0.000541565
73.94,0.000541582
73.95,0.000541598
73.96,0.000541614
73.97,0.000541631
73.98,0.000541647
73.99,0.000541663
74,0.00054168
74.01,0.000541696
74.02,0.000541712
74.03,0.000541729
74.04,0.000541745
74.05,0.000541761
74.06,0.000541777
74.07,0.000541794
74.08,0.00054181
74.09,0.000541826
74.1,0.000541843
74.11,0.000541859
74.12,0.000541875
74.13,0.000541891
74.14,0.000541908
74.15,0.000541924
74.16,0.00054194
74.17,0.000541956
74.18,0.000541972
74.19,0.000541988
74.2,0.000542005
74.21,0.000542021
74.22,0.000542037
74.23,0.000542053
74.24,0.000542069
74.25,0.000542085
74.26,0.000542101
74.27,0.000542117
74.28,0.000542134
74.29,0.00054215
74.3,0.000542166
74.31,0.000542182
74.32,0.000542198
74.33,0.000542214
74.34,0.00054223
74.35,0.000542246
74.36,0.000542262
74.37,0.000542278
74.38,0.000542294
74.39,0.00054231
74.4,0.000542326
74.41,0.000542342
74.42,0.000542357
74.43,0.000542373
74.44,0.000542389
74.45,0.000542405
74.46,0.000542421
74.47,0.000542437
74.48,0.000542453
74.49,0.000542469
74.5,0.000542485
74.51,0.000542501
74.52,0.000542517
74.53,0.000542533
74.54,0.000542548
74.55,0.000542564
74.56,0.00054258
74.57,0.000542596
74.58,0.000542612
74.59,0.000542628
74.6,0.000542644
74.61,0.000542659
74.62,0.000542675
74.63,0.000542691
74.64,0.000542707
74.65,0.000542723
74.66,0.000542738
74.67,0.000542754
74.68,0.00054277
74.69,0.000542786
74.7,0.000542802
74.71,0.000542817
74.72,0.000542833
74.73,0.000542849
74.74,0.000542864
74.75,0.00054288
74.76,0.000542896
74.77,0.000542912
74.78,0.000542927
74.79,0.000542943
74.8,0.000542959
74.81,0.000542974
74.82,0.00054299
74.83,0.000543006
74.84,0.000543021
74.85,0.000543037
74.86,0.000543053
74.87,0.000543068
74.88,0.000543084
74.89,0.0005431
74.9,0.000543115
74.91,0.000543131
74.92,0.000543146
74.93,0.000543162
74.94,0.000543178
74.95,0.000543193
74.96,0.000543209
74.97,0.000543224
74.98,0.00054324
74.99,0.000543255
75,0.000543271
75.01,0.000543287
75.02,0.000543302
75.03,0.000543318
75.04,0.000543333
75.05,0.000543349
75.06,0.000543364
75.07,0.00054338
75.08,0.000543395
75.09,0.000543411
75.1,0.000543426
75.11,0.000543441
75.12,0.000543457
75.13,0.000543472
75.14,0.000543488
75.15,0.000543503
75.16,0.000543519
75.17,0.000543534
75.18,0.000543549
75.19,0.000543565
75.2,0.00054358
75.21,0.000543596
75.22,0.000543611
75.23,0.000543626
75.24,0.000543642
75.25,0.000543657
75.26,0.000543672
75.27,0.000543688
75.28,0.000543703
75.29,0.000543718
75.3,0.000543734
75.31,0.000543749
75.32,0.000543764
75.33,0.000543779
75.34,0.000543795
75.35,0.00054381
75.36,0.000543825
75.37,0.000543841
75.38,0.000543856
75.39,0.000543871
75.4,0.000543886
75.41,0.000543902
75.42,0.000543917
75.43,0.000543932
75.44,0.000543947
75.45,0.000543962
75.46,0.000543978
75.47,0.000543993
75.48,0.000544008
75.49,0.000544023
75.5,0.000544038
75.51,0.000544053
75.52,0.000544069
75.53,0.000544084
75.54,0.000544099
75.55,0.000544114
75.56,0.000544129
75.57,0.000544144
75.58,0.000544159
75.59,0.000544174
75.6,0.000544189
75.61,0.000544205
75.62,0.00054422
75.63,0.000544235
75.64,0.00054425
75.65,0.000544265
75.66,0.00054428
75.67,0.000544295
75.68,0.00054431
75.69,0.000544325
75.7,0.00054434
75.71,0.000544355
75.72,0.00054437
75.73,0.000544385
75.74,0.0005444
75.75,0.000544415
75.76,0.00054443
75.77,0.000544445
75.78,0.00054446
75.79,0.000544475
75.8,0.000544489
75.81,0.000544504
75.82,0.000544519
75.83,0.000544534
75.84,0.000544549
75.85,0.000544564
75.86,0.000544579
75.87,0.000544594
75.88,0.000544608
75.89,0.000544623
75.9,0.000544638
75.91,0.000544653
75.92,0.000544668
75.93,0.000544682
75.94,0.000544697
75.95,0.000544712
75.96,0.000544727
75.97,0.000544742
75.98,0.000544756
75.99,0.000544771
76,0.000544786
76.01,0.0005448
76.02,0.000544815
76.03,0.00054483
76.04,0.000544844
76.05,0.000544859
76.06,0.000544874
76.07,0.000544888
76.08,0.000544903
76.09,0.000544918
76.1,0.000544932
76.11,0.000544947
76.12,0.000544961
76.13,0.000544976
76.14,0.000544991
76.15,0.000545005
76.16,0.00054502
76.17,0.000545034
76.18,0.000545049
76.19,0.000545063
76.2,0.000545078
76.21,0.000545092
76.22,0.000545107
76.23,0.000545122
76.24,0.000545136
76.25,0.000545151
76.26,0.000545165
76.27,0.000545179
76.28,0.000545194
76.29,0.000545208
76.3,0.000545223
76.31,0.000545237
76.32,0.000545252
76.33,0.000545266
76.34,0.000545281
76.35,0.000545295
76.36,0.000545309
76.37,0.000545324
76.38,0.000545338
76.39,0.000545353
76.4,0.000545367
76.41,0.000545381
76.42,0.000545396
76.43,0.00054541
76.44,0.000545424
76.45,0.000545439
76.46,0.000545453
76.47,0.000545467
76.48,0.000545481
76.49,0.000545496
76.5,0.00054551
76.51,0.000545524
76.52,0.000545538
76.53,0.000545553
76.54,0.000545567
76.55,0.000545581
76.56,0.000545595
76.57,0.000545609
76.58,0.000545623
76.59,0.000545638
76.6,0.000545652
76.61,0.000545666
76.62,0.00054568
76.63,0.000545694
76.64,0.000545708
76.65,0.000545722
76.66,0.000545736
76.67,0.00054575
76.68,0.000545765
76.69,0.000545779
76.7,0.000545793
76.71,0.000545807
76.72,0.000545821
76.73,0.000545835
76.74,0.000545849
76.75,0.000545863
76.76,0.000545877
76.77,0.000545891
76.78,0.000545904
76.79,0.000545918
76.8,0.000545932
76.81,0.000545946
76.82,0.00054596
76.83,0.000545974
76.84,0.000545988
76.85,0.000546002
76.86,0.000546016
76.87,0.00054603
76.88,0.000546044
76.89,0.000546057
76.9,0.000546071
76.91,0.000546085
76.92,0.000546099
76.93,0.000546113
76.94,0.000546127
76.95,0.000546141
76.96,0.000546154
76.97,0.000546168
76.98,0.000546182
76.99,0.000546196
77,0.00054621
77.01,0.000546223
77.02,0.000546237
77.03,0.000546251
77.04,0.000546265
77.05,0.000546278
77.06,0.000546292
77.07,0.000546306
77.08,0.000546319
77.09,0.000546333
77.1,0.000546347
77.11,0.000546361
77.12,0.000546374
77.13,0.000546388
77.14,0.000546402
77.15,0.000546415
77.16,0.000546429
77.17,0.000546442
77.18,0.000546456
77.19,0.00054647
77.2,0.000546483
77.21,0.000546497
77.22,0.000546511
77.23,0.000546524
77.24,0.000546538
77.25,0.000546551
77.26,0.000546565
77.27,0.000546579
77.28,0.000546592
77.29,0.000546606
77.3,0.000546619
77.31,0.000546633
77.32,0.000546646
77.33,0.00054666
77.34,0.000546673
77.35,0.000546687
77.36,0.0005467
77.37,0.000546714
77.38,0.000546727
77.39,0.000546741
77.4,0.000546754
77.41,0.000546768
77.42,0.000546781
77.43,0.000546794
77.44,0.000546808
77.45,0.000546821
77.46,0.000546835
77.47,0.000546848
77.48,0.000546862
77.49,0.000546875
77.5,0.000546888
77.51,0.000546902
77.52,0.000546915
77.53,0.000546928
77.54,0.000546942
77.55,0.000546955
77.56,0.000546968
77.57,0.000546982
77.58,0.000546995
77.59,0.000547008
77.6,0.000547022
77.61,0.000547035
77.62,0.000547048
77.63,0.000547062
77.64,0.000547075
77.65,0.000547088
77.66,0.000547102
77.67,0.000547115
77.68,0.000547128
77.69,0.000547141
77.7,0.000547155
77.71,0.000547168
77.72,0.000547181
77.73,0.000547194
77.74,0.000547207
77.75,0.000547221
77.76,0.000547234
77.77,0.000547247
77.78,0.00054726
77.79,0.000547273
77.8,0.000547287
77.81,0.0005473
77.82,0.000547313
77.83,0.000547326
77.84,0.000547339
77.85,0.000547352
77.86,0.000547365
77.87,0.000547379
77.88,0.000547392
77.89,0.000547405
77.9,0.000547418
77.91,0.000547431
77.92,0.000547444
77.93,0.000547457
77.94,0.00054747
77.95,0.000547483
77.96,0.000547496
77.97,0.000547509
77.98,0.000547522
77.99,0.000547535
78,0.000547548
78.01,0.000547562
78.02,0.000547575
78.03,0.000547588
78.04,0.000547601
78.05,0.000547614
78.06,0.000547627
78.07,0.000547639
78.08,0.000547652
78.09,0.000547665
78.1,0.000547678
78.11,0.000547691
78.12,0.000547704
78.13,0.000547717
78.14,0.00054773
78.15,0.000547743
78.16,0.000547756
78.17,0.000547769
78.18,0.000547782
78.19,0.000547795
78.2,0.000547807
78.21,0.00054782
78.22,0.000547833
78.23,0.000547846
78.24,0.000547859
78.25,0.000547872
78.26,0.000547884
78.27,0.000547897
78.28,0.00054791
78.29,0.000547923
78.3,0.000547936
78.31,0.000547948
78.32,0.000547961
78.33,0.000547974
78.34,0.000547986
78.35,0.000547999
78.36,0.000548012
78.37,0.000548025
78.38,0.000548037
78.39,0.00054805
78.4,0.000548063
78.41,0.000548075
78.42,0.000548088
78.43,0.000548101
78.44,0.000548113
78.45,0.000548126
78.46,0.000548139
78.47,0.000548151
78.48,0.000548164
78.49,0.000548176
78.5,0.000548189
78.51,0.000548202
78.52,0.000548214
78.53,0.000548227
78.54,0.000548239
78.55,0.000548252
78.56,0.000548264
78.57,0.000548277
78.58,0.00054829
78.59,0.000548302
78.6,0.000548315
78.61,0.000548327
78.62,0.00054834
78.63,0.000548352
78.64,0.000548365
78.65,0.000548377
78.66,0.00054839
78.67,0.000548402
78.68,0.000548414
78.69,0.000548427
78.7,0.000548439
78.71,0.000548452
78.72,0.000548464
78.73,0.000548476
78.74,0.000548489
78.75,0.000548501
78.76,0.000548514
78.77,0.000548526
78.78,0.000548538
78.79,0.000548551
78.8,0.000548563
78.81,0.000548575
78.82,0.000548588
78.83,0.0005486
78.84,0.000548612
78.85,0.000548625
78.86,0.000548637
78.87,0.000548649
78.88,0.000548662
78.89,0.000548674
78.9,0.000548686
78.91,0.000548698
78.92,0.000548711
78.93,0.000548723
78.94,0.000548735
78.95,0.000548747
78.96,0.000548759
78.97,0.000548772
78.98,0.000548784
78.99,0.000548796
79,0.000548808
79.01,0.00054882
79.02,0.000548833
79.03,0.000548845
79.04,0.000548857
79.05,0.000548869
79.06,0.000548881
79.07,0.000548893
79.08,0.000548905
79.09,0.000548918
79.1,0.00054893
79.11,0.000548942
79.12,0.000548954
79.13,0.000548966
79.14,0.000548978
79.15,0.00054899
79.16,0.000549002
79.17,0.000549014
79.18,0.000549026
79.19,0.000549038
79.2,0.00054905
79.21,0.000549062
79.22,0.000549074
79.23,0.000549086
79.24,0.000549099
79.25,0.000549111
79.26,0.000549123
79.27,0.000549134
79.28,0.000549146
79.29,0.000549158
79.3,0.00054917
79.31,0.000549182
79.32,0.000549194
79.33,0.000549206
79.34,0.000549218
79.35,0.00054923
79.36,0.000549242
79.37,0.000549254
79.38,0.000549266
79.39,0.000549278
79.4,0.00054929
79.41,0.000549302
79.42,0.000549313
79.43,0.000549325
79.44,0.000549337
79.45,0.000549349
79.46,0.000549361
79.47,0.000549373
79.48,0.000549385
79.49,0.000549396
79.5,0.000549408
79.51,0.00054942
79.52,0.000549432
79.53,0.000549444
79.54,0.000549456
79.55,0.000549467
79.56,0.000549479
79.57,0.000549491
79.58,0.000549503
79.59,0.000549515
79.6,0.000549526
79.61,0.000549538
79.62,0.00054955
79.63,0.000549562
79.64,0.000549573
79.65,0.000549585
79.66,0.000549597
79.67,0.000549609
79.68,0.00054962
79.69,0.000549632
79.7,0.000549644
79.71,0.000549655
79.72,0.000549667
79.73,0.000549679
79.74,0.000549691
79.75,0.000549702
79.76,0.000549714
79.77,0.000549726
79.78,0.000549737
79.79,0.000549749
79.8,0.000549761
79.81,0.000549772
79.82,0.000549784
79.83,0.000549795
79.84,0.000549807
79.85,0.000549819
79.86,0.00054983
79.87,0.000549842
79.88,0.000549853
79.89,0.000549865
79.9,0.000549877
79.91,0.000549888
79.92,0.0005499
79.93,0.000549911
79.94,0.000549923
79.95,0.000549934
